index,origin,source_name,calib_name,sha256
17,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_4_x264_frame_8.jpg,0017_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_4_x264_frame_8.jpg,dba99a9e8171858eb823e159bb41342304b352973cc372e42d8c0e9fe8b15320
18,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_4_x264_frame_33.jpg,0018_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_4_x264_frame_33.jpg,6744e911e9fe182c6499e20ccede6ea08fd490976659aceb85b11f564aef5418
19,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_4_x264_frame_62.jpg,0019_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_4_x264_frame_62.jpg,52083b1dc7d9d76de43cc2cdbbf2425d52da8fc3cc0b27f02fc4addf850b0789
20,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_4_x264_frame_89.jpg,0020_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_4_x264_frame_89.jpg,6cad17c15d1e5674dad61e500df7267274631589ca5b33850dce94f09379d9f8
21,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_36.jpg,0021_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_36.jpg,03664f01820937f3b8323db022f08c68a4b42ede94fe4709be25e191a62e13e5
22,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_59.jpg,0022_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_59.jpg,241770ea07ef8e1ae5db636d0a39dbbbfe009962241fd39b37b175656e7118ce
23,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_113.jpg,0023_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_113.jpg,01c3690cc9462fc36124c618a6338784d0117a65c1c2e4c8a00b6510fc1909d6
24,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_132.jpg,0024_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_132.jpg,e7f71c3ecec87249e6e9286916628d9cbb53ca70b2ef6a371a634077622faab1
25,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_150.jpg,0025_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_150.jpg,8b9bd28c52fae079cd5e609941f985e8956cbd9f3929c40b0c1b03b159efa0ec
26,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_169.jpg,0026_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_169.jpg,4941356bee410a5bc014d4a5408de3d747132f35b42be53b82481f36da6984e0
27,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_188.jpg,0027_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_188.jpg,f2bc74ed2c3beddbf8cc6decc400ddb65b1775fee765988c8241b9bd33097831
28,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_206.jpg,0028_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_206.jpg,d2374cb2a13e9abfdd2539ecd7068ecc44cb25e7141353444526f05eb550f20d
29,cctv-gun/usrt,Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_225.jpg,0029_cctv-gun-usrt_Cam1-From09-23-00To10-03-25_Segment_5_x264_frame_225.jpg,e4dfefef541e0207c656e6def3d3fda0c9de9fcb92a59a116585463aa76ba329
30,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_3.jpg,0030_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_3.jpg,cdc6f8724a4fa82fff5c9ee8c1e80fecc37dee0e6ccd1a69f6985f7847691b58
31,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_23.jpg,0031_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_23.jpg,2d35f39137358de9a7a143555a20a9bf3037230c677fd531425163ca3fc9965e
32,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_42.jpg,0032_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_42.jpg,b6bd3e6d5d55da486919f3543a201f97da4cb60dd571758c9b3776e17bc4c2ab
33,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_62.jpg,0033_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_62.jpg,8e069bd808f77c8395f4dd82eb257a4c6a57da0cb1026e3677f7571067efe4a9
34,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_82.jpg,0034_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_82.jpg,cb6061a1291947a8de2ed591b8057b61ac757b65bcd52a5c7b624cc54235d4a9
35,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_101.jpg,0035_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_101.jpg,ca2d03e6ee65979c0888c0f9c4e55c886a2ccd59bbf9a68cff4845c54e1b8f7d
36,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_121.jpg,0036_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_0_x264_frame_121.jpg,03f5da342061bc19613ed600f2e415414547dd82ff08388c379139b09283443d
37,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_1.jpg,0037_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_1.jpg,dfb6397db00e5231a76f5caece306234fd880bbf1274a836703d3523639ec453
38,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_22.jpg,0038_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_22.jpg,8daf759e7f9fd658863d6aa9c145d08c567ad3d4f66755ad56a1ffe94e648bc9
39,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_61.jpg,0039_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_61.jpg,c07b146b6dd50b2b2221c1b74b37bb93b349712b67345e11ffc4a1594d9b8a59
40,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_82.jpg,0040_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_82.jpg,38edbd4c6d409d10c5155526b79d4afb2ac17c8aebe210457331205c237f6672
41,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_103.jpg,0041_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_103.jpg,ceb8a563e24ef0f1cdce763c387b97cbec3f2ed21b54a78e369aebe07bc6c47a
42,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_124.jpg,0042_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_124.jpg,510df1fb34b2c768c63145820853875dedbe5079bd874d758d75edf279ff701e
43,cctv-gun/usrt,Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_145.jpg,0043_cctv-gun-usrt_Cam5-From09-24-18To09-26-43-Guns_x264_Segment_1_x264_frame_145.jpg,8f1878346b6d9b052898798ac7a4c2b1777a7e3f155911831155b300761e732d
44,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_9.jpg,0044_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_9.jpg,747d147d249be5bac803134aeb243fef73b689753176de558491eb965b03c4e3
45,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_28.jpg,0045_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_28.jpg,649a9bb820863ce3f3df2f7845a28513dec010e3915c2ee1f8e0cf8df9c4c360
46,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_47.jpg,0046_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_47.jpg,2d07da66f81e5c52325c348244c2a8c4c57a887133a0043d897bb77632a450c6
47,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_74.jpg,0047_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_74.jpg,5e4819c4c152b620844dff025263bbf152dc239cfa2bf91938a6db150be30179
48,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_107.jpg,0048_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_107.jpg,aec303cb056ae7c4e4a9d61c1a26acfb3bdb252e870b87fc1e5a5616ef4d7368
49,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_158.jpg,0049_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_158.jpg,7e0827603b25e558de443bf44fd431edc86bd79fa2e5b0b366678fa232bb7899
50,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_180.jpg,0050_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_180.jpg,4f846ac1022ca47a134459e6a1c7d9c65dcfbfd8e9e8d46acc7e52f3989eb4d7
51,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_199.jpg,0051_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_199.jpg,15bd736e271d12308c567f4f437bca5ff34b58c882260a4269caea318114855e
52,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_253.jpg,0052_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_253.jpg,a8d3f9cc759597e9381ee1088c7946e18da41c37a4d7a11e5499e1d5a6353fbe
53,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_272.jpg,0053_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_272.jpg,e86158a1fea62a29024003238a46d24a08a359ff4681f4c46f5570936e091d1a
54,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_291.jpg,0054_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_291.jpg,a60e49a12b2dab1664a92cfee80199854df6f0a5f518b97b4fffdec52feca3b4
55,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_309.jpg,0055_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_309.jpg,a1d729d73828dfff96bdc647b3caae448d25fb6c86425d8ddbda3238faa609a6
56,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_328.jpg,0056_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_328.jpg,9728165ac3e18edb39e32d5372f67db761d41e13b7598bab57b566eb48d33634
57,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_347.jpg,0057_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_347.jpg,10e3b4be84149f42d093c56421dad9488a72dbfd6e7e2973b973c94ab1277872
58,cctv-gun/usrt,Cam5-From09-27-50To09-29-30-Guns_x264_frame_366.jpg,0058_cctv-gun-usrt_Cam5-From09-27-50To09-29-30-Guns_x264_frame_366.jpg,e982f23ecb90c251b28237a92ffb0a183fc7fb6e72e03715800b1199200a7964
59,cctv-gun/usrt,Cam5-From09-30-04To09-30-42-Guns_x264_frame_7.jpg,0059_cctv-gun-usrt_Cam5-From09-30-04To09-30-42-Guns_x264_frame_7.jpg,f6179361771410435044357de0c89696f88dd0fec24d690dc4b5fb0dda08b618
60,cctv-gun/usrt,Cam5-From09-30-04To09-30-42-Guns_x264_frame_28.jpg,0060_cctv-gun-usrt_Cam5-From09-30-04To09-30-42-Guns_x264_frame_28.jpg,4e20abe2841f047d49792ac187ff2c10bc3b9d12c0077e974da637bdb7dee72b
61,cctv-gun/usrt,Cam5-From09-30-04To09-30-42-Guns_x264_frame_50.jpg,0061_cctv-gun-usrt_Cam5-From09-30-04To09-30-42-Guns_x264_frame_50.jpg,d6c0aeb0405f7223035f9f72cdba2e3113fbc1f2a6d6045a261f1aec65937310
62,cctv-gun/usrt,Cam5-From09-30-04To09-30-42-Guns_x264_frame_76.jpg,0062_cctv-gun-usrt_Cam5-From09-30-04To09-30-42-Guns_x264_frame_76.jpg,114d44778b8a7de924e1ed07165a78ca47694095710ef3e8e893f2a72270ccd4
63,cctv-gun/usrt,Cam5-From09-30-04To09-30-42-Guns_x264_frame_106.jpg,0063_cctv-gun-usrt_Cam5-From09-30-04To09-30-42-Guns_x264_frame_106.jpg,084615985f03886b8b7344788d6a66f18f6299c57f71d0c2f7dab97c6a54a342
64,cctv-gun/usrt,Cam5-From09-30-04To09-30-42-Guns_x264_frame_140.jpg,0064_cctv-gun-usrt_Cam5-From09-30-04To09-30-42-Guns_x264_frame_140.jpg,eac988609b12ac04fbdf8db63e8cb42fde06a582895e1ff768ccad74d10ac0e8
65,cctv-gun/usrt,Cam5-From09-32-26To09-33-10-Guns_x264_frame_1.jpg,0065_cctv-gun-usrt_Cam5-From09-32-26To09-33-10-Guns_x264_frame_1.jpg,72cd202d8c09c9a290d6b69190d6b08cac9b4b7cd6a9a70db53567dcc985b916
66,cctv-gun/usrt,Cam5-From09-32-26To09-33-10-Guns_x264_frame_25.jpg,0066_cctv-gun-usrt_Cam5-From09-32-26To09-33-10-Guns_x264_frame_25.jpg,4b01cd683e0e9ec2b5b46003acc874a758c412d365eef94677c3a9cb6fc29496
67,cctv-gun/usrt,Cam5-From09-32-26To09-33-10-Guns_x264_frame_50.jpg,0067_cctv-gun-usrt_Cam5-From09-32-26To09-33-10-Guns_x264_frame_50.jpg,025bddf9e7d8cb85ac4f2e273c1e16a02bce71d3b69a03c2044f3e738ef5bb94
68,cctv-gun/usrt,Cam5-From09-32-26To09-33-10-Guns_x264_frame_74.jpg,0068_cctv-gun-usrt_Cam5-From09-32-26To09-33-10-Guns_x264_frame_74.jpg,78379992c9ac68f8a51aae2abba0b5f7d45e3d8cc4765ac41b158ee26dec377c
69,cctv-gun/usrt,Cam5-From09-46-24To09-47-02_x264_frame_1.jpg,0069_cctv-gun-usrt_Cam5-From09-46-24To09-47-02_x264_frame_1.jpg,8e3c62f9dfcf5eb44fdaf8cf73ae07b44db5d32326e2fc812a80a4dbc3bcf240
70,cctv-gun/usrt,Cam5-From09-46-24To09-47-02_x264_frame_23.jpg,0070_cctv-gun-usrt_Cam5-From09-46-24To09-47-02_x264_frame_23.jpg,60d711be9673fc37a694816d3854e4dec4cb19aec34acdf0caad0b3d0b276dee
71,cctv-gun/usrt,Cam5-From09-46-24To09-47-02_x264_frame_44.jpg,0071_cctv-gun-usrt_Cam5-From09-46-24To09-47-02_x264_frame_44.jpg,b295617dbe975a778be9e45b587b531d7389effa5716771cf3dfadc517920f5b
72,cctv-gun/usrt,Cam5-From09-47-49To09-48-30_x264_frame_4.jpg,0072_cctv-gun-usrt_Cam5-From09-47-49To09-48-30_x264_frame_4.jpg,7fab46882489ae2f1f28c8f217ddbb4adb8bd6880786c34ef9dc9ff47b5be523
73,cctv-gun/usrt,Cam5-From09-47-49To09-48-30_x264_frame_24.jpg,0073_cctv-gun-usrt_Cam5-From09-47-49To09-48-30_x264_frame_24.jpg,a61a3c6adb2f0474dbdb8a5285082375e4df58cd47bb09e5acc01d9a193a0ab8
74,cctv-gun/usrt,Cam5-From09-47-49To09-48-30_x264_frame_43.jpg,0074_cctv-gun-usrt_Cam5-From09-47-49To09-48-30_x264_frame_43.jpg,149b7b1dde55e70fee948bb222244729584dd8f85ce52530d8c176fb83c6f24d
75,cctv-gun/usrt,Cam5-From09-47-49To09-48-30_x264_frame_63.jpg,0075_cctv-gun-usrt_Cam5-From09-47-49To09-48-30_x264_frame_63.jpg,2cb53aaaae71334dc1e7854e77d85cde9a2290eadbb72cabd0d8db6ad8362083
76,cctv-gun/usrt,Cam5-From09-47-49To09-48-30_x264_frame_82.jpg,0076_cctv-gun-usrt_Cam5-From09-47-49To09-48-30_x264_frame_82.jpg,6506df5988cc53615a9f683061f54ef0d0c170fdea86ef2401ab86a4d7568b32
77,cctv-gun/usrt,Cam5-From09-47-49To09-48-30_x264_frame_102.jpg,0077_cctv-gun-usrt_Cam5-From09-47-49To09-48-30_x264_frame_102.jpg,9cce1508578e8312d5fb8a54b316a442a1fa4ec35cf6337014da20b1c2c197f0
78,cctv-gun/usrt,Cam5-From09-47-49To09-48-30_x264_frame_121.jpg,0078_cctv-gun-usrt_Cam5-From09-47-49To09-48-30_x264_frame_121.jpg,92f27785aee97975e443c71882f6ec286f28b2169b44ed1c1f12eefda6555b35
79,cctv-gun/usrt,Cam5-From09-47-49To09-48-30_x264_frame_141.jpg,0079_cctv-gun-usrt_Cam5-From09-47-49To09-48-30_x264_frame_141.jpg,758ff6730de7d0a23fd73e4e89d4c012bd35f5d7dccb5aea2141998b9a92bc88
80,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_10_x264_frame_4.jpg,0080_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_10_x264_frame_4.jpg,8f2487f2bd1b9d42a177435c00049bab1949578f60280008e52d187ab9060fab
81,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_10_x264_frame_27.jpg,0081_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_10_x264_frame_27.jpg,cd31f9edb750260819a02453b08dafb67c91f424e5f0cd01c4a0182e272819cc
82,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_10_x264_frame_50.jpg,0082_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_10_x264_frame_50.jpg,2cf2f7f7cf333169e227c1ea901084ff7a4faa1086ec03909b9b270803b63e6d
83,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_10_x264_frame_81.jpg,0083_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_10_x264_frame_81.jpg,6c132de0c55f3a7bb425338c660c30b15aca5d59dcb4124656515308309a1a1b
84,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_10_x264_frame_106.jpg,0084_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_10_x264_frame_106.jpg,9f012550db190bf13830566d7493f2442af122e298b52ba4b04c6c1490e74066
85,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_11_x264_frame_4.jpg,0085_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_11_x264_frame_4.jpg,4a0085740279aa6e66c861e41d0d42a71079acd6b2051385608ca9183818143a
86,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_11_x264_frame_44.jpg,0086_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_11_x264_frame_44.jpg,a5e164ed679a1ebb2a80ac3b84fc30825a8c8dc4906f1a4a19808fdce8651874
87,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_11_x264_frame_100.jpg,0087_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_11_x264_frame_100.jpg,f4aea57823ce7ea53aab8e4241f9312a2646dec4e6bf716fc6b338c13ddd9f22
88,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_11_x264_frame_141.jpg,0088_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_11_x264_frame_141.jpg,c7c8822e75f9ff869931e822ea16f2a7338def4e59b4fa13271887e8d3db018f
89,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_1.jpg,0089_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_1.jpg,414e4fd453efe85256742c15b9c1e32fa737b4dde7f8403a24697dd51148456f
90,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_19.jpg,0090_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_19.jpg,2acf8055ba597c552e28db7c2c5672a3685f4a5b26057243f36dfdec1d190252
91,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_39.jpg,0091_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_39.jpg,040c508602fe9d3be79b9b1e9702ba632fcf5cf2fec3e5fca811a4eb3a04eb8d
92,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_58.jpg,0092_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_58.jpg,2675b31aacba816475ca13806f062cfc0857fc30d9241d0564d897a657245b2f
93,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_78.jpg,0093_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_78.jpg,734cde3d3560c9869ccb1e1509b7e32060ed005930290b6224dbfe2ab5af88cc
94,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_96.jpg,0094_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_96.jpg,7ad46fae1edf7ee8e1a00dd79bb1ea4370f37f436834984ba466dc76e1fb7482
95,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_114.jpg,0095_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_114.jpg,eed888310f7e45525a9037a49583c1fe18c66bcf817caf568bed6c169279d1d5
96,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_132.jpg,0096_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_132.jpg,58d0e98c1c20869bae88dc6ff9fcd4ba1d0447797d7d5ac7b3f906b3d2c995c3
97,cctv-gun/usrt,Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_150.jpg,0097_cctv-gun-usrt_Cam7-From09-05-50To10-09-24_Segment_13_x264_frame_150.jpg,4315f5892c3e842149f04be0c96338248bfc3342f515838d4e3e6c84f0803bb3
